시설물명,위도,경도,도로안전표지,도로적색표면,무단횡단방지펜스,무인교통단속카메라,보호구역표지판,생활안전CCTV,신호등,옐로카펫,횡단보도,어린이 비율(%),발생건수,structure_risk
배성유치원,37.405999,127.142401,-0.2559913885441162,-0.6030330485011642,0.0120402971920987,-0.5000874003977321,0.4921722818385661,-1.033212996070659,-0.9612158989699418,1.210695588900589,-0.7129993393597598,-0.1397215984436386,0,-1.5947093525041909
이솔유치원,37.352756,127.112602,0.5608800086078953,-0.2632287116473336,-0.4908191737720218,0.2280996954310509,0.1898818095027166,-0.8534058900941088,-0.0748999401794758,0.2260727461504749,0.5318273760798209,-0.268306801587313,0,0.3250504133818997
판교샘유치원,37.392021,127.072039,-0.664427087120122,1.6056951410487346,-0.7925348563504941,-1.7449314629334605,0.2968871487593441,0.3295115223173138,-1.2566545519000971,0.2260727461504749,0.1168851375999606,1.7932016646999858,0,-0.9114301043196069
건영장안유치원,37.371127,127.140849,0.969315707183901,1.4357929726218193,1.3194749216988122,-0.5000874003977321,1.3934906613440663,-0.0513028266693839,1.1068546715411454,-1.4571511212534125,0.9467696145596812,0.1336732227475159,0,0.07627480401904742
뽀뽀뽀유치원,37.415425,127.138017,0.969315707183901,0.7561842989141582,2.2246219694342293,0.2280996954310509,-0.0473804340655768,-0.8534058900941088,-0.3703385931096312,0.2260727461504749,0.9467696145596812,-0.1397215984436386,0,0.8383974309702497
창조유치원,37.359154,127.124992,-1.0728627856961277,-0.9428373853549948,-1.6976819040859112,-1.7449314629334605,-0.324357326137266,1.077432603745986,-1.5520932048302525,-1.4571511212534125,-1.12794157783962,0.0886335584840252,0,-0.5377033419061731
해나유치원,37.390831,127.09829,0.5608800086078953,0.4163799620603275,0.0120402971920987,-0.5000874003977321,0.4921722818385661,0.2419749459989004,-0.9612158989699418,-1.4571511212534125,0.1168851375999606,2.0620388495511897,0,-0.29942885604050995
꾸러기유치원,37.403847,127.127335,-0.2559913885441162,-0.9428373853549948,0.2131840855777469,-0.5000874003977321,-0.324357326137266,-0.8534058900941088,-0.3703385931096312,-1.4571511212534125,-0.2980571008798995,0.6483569154952137,0,0.9777555626486408
샛별유치원,37.371468,127.129754,-0.664427087120122,-0.9428373853549948,-1.0942505389289665,-0.5000874003977321,-1.6316253863291237,-1.2342202390808072,-0.3703385931096312,0.2260727461504749,-0.7129993393597598,0.1336732227475159,0,1.468460731653054
성마르코유치원,37.410832,127.133182,0.1524443100318895,-0.2632287116473336,-1.0942505389289665,-1.7449314629334605,0.4921722818385661,0.6406595010414018,0.81141601861099,-1.4571511212534125,0.9467696145596812,-0.1397215984436386,0,-0.9762986546269891
은혜유치원,37.360908,127.111946,0.5608800086078953,0.5862821304872429,-0.591391067964846,0.7447566621379961,-0.1800918277984541,-0.0513028266693839,-1.5520932048302525,-1.4571511212534125,0.9467696145596812,0.0886335584840252,0,1.265812001547302
숲리라유치원,37.469683,127.147866,-1.4812984842721335,1.265890804194904,1.118331133313164,0.2280996954310509,1.339124895697536,-0.1614435623833238,0.5159773656808347,1.210695588900589,-1.5428838163194802,2.0620388495511897,0,1.4226372427774692
즐거운유치원,37.351408,127.111941,0.1524443100318895,-0.4331308800742489,-0.4908191737720218,1.1455069396219677,0.2968871487593441,-0.1614435623833238,-0.0748999401794758,-1.4571511212534125,0.1168851375999606,-0.268306801587313,0,0.3496349436782712
희영유치원,37.388294,127.114186,1.377751405759907,0.0765756252064969,1.8223343926629327,0.2280996954310509,0.397403214365252,0.4921668348290401,0.81141601861099,1.9092966135543623,1.3617118530395411,0.5609365543204062,0,0.4106107384452162
혜성유치원,37.444509,127.160252,0.1524443100318895,-0.6030330485011642,0.3137559797705711,1.7497876432204005,-0.324357326137266,1.5124289347287372,2.2886092832617666,0.2260727461504749,2.606538568479122,-0.0063688930671178,0,-0.7526039241486525
단대어린이집,37.449645,127.155665,0.5608800086078953,1.0959886357679889,0.2131840855777469,-1.7449314629334605,0.9691512583963652,1.4248923584103237,0.81141601861099,0.2260727461504749,1.7766540915194011,-0.6672626072714908,0,0.3119238538803973
산성어린이집,37.453007,127.150387,-0.664427087120122,0.9260864673410736,-0.2896753853863736,1.1455069396219677,0.7477552344816044,0.3295115223173138,0.5159773656808347,1.210695588900589,-0.7129993393597598,-0.9545805443213992,0,-0.29376921381233856
성남어린이집,37.447702,127.141485,1.7861871043359123,1.6056951410487346,1.0177592391203398,1.1455069396219677,1.3934906613440663,2.4179933160074656,-0.0748999401794758,1.9092966135543623,0.9467696145596812,-1.5450480132614453,3,0.3300918924781774
성현어린이집,37.438454,127.138715,0.1524443100318895,-1.1127395537819105,-0.9936786447361424,0.2280996954310509,-0.0473804340655768,1.2350759035960424,-0.6657772460397865,-1.4571511212534125,-0.2980571008798995,-1.646130775665628,0,-0.4305385219495024
신흥제2어린이집,37.449202,127.144413,2.603058501487924,0.2464777936334122,1.0177592391203398,1.7497876432204005,0.898587106952502,1.4692218399750487,1.1068546715411454,0.2260727461504749,1.7766540915194011,-0.2801682914239202,0,-0.8200573541223729
리플플러스어린이집,37.44181,127.128384,3.828365597215941,-1.1127395537819105,-1.496538115700263,1.989600724673724,-1.6316253863291237,1.2350759035960424,1.1068546715411454,-1.4571511212534125,2.191596329999262,-1.5450480132614453,0,-0.3724649611815678
한양어린이집,37.435594,127.1281,-0.664427087120122,-0.6030330485011642,-0.4908191737720218,1.1455069396219677,-1.3293349139932735,1.3793806190327005,-0.9612158989699418,0.2260727461504749,-0.7129993393597598,-1.646130775665628,0,-0.6302018163082824
신흥제3어린이집,37.443531,127.148854,0.5608800086078953,0.5862821304872429,0.6154716623490435,1.1455069396219677,-0.0473804340655768,1.077432603745986,0.2205387127506794,-1.4571511212534125,0.5318273760798209,-0.2801682914239202,0,0.5086487274681979
복정어린이집,37.461129,127.130488,-1.4812984842721335,0.4163799620603275,0.1126121913849228,-0.5000874003977321,-0.4823823001343036,-1.033212996070659,-1.2566545519000971,0.2260727461504749,-1.5428838163194802,-1.296665582118781,0,-1.338845029000118
복정2어린이집,37.463264,127.129126,-1.0728627856961277,0.7561842989141582,0.5148997681562193,0.2280996954310509,0.1898818095027166,0.0521584911846189,-1.2566545519000971,0.2260727461504749,-1.12794157783962,-1.296665582118781,0,0.829201357304127
다솜어린이집,37.434004,127.166096,-0.664427087120122,-1.622446059062656,-1.6976819040859112,-1.7449314629334605,-2.0015990236302943,-0.2791860437828,-0.9612158989699418,-1.4571511212534125,-0.7129993393597598,-1.0938519288731068,0,2.9555501576106464
중앙동어린이집,37.442671,127.156555,0.969315707183901,-0.4331308800742489,0.2131840855777469,0.2280996954310509,0.1898818095027166,1.332621828752187,0.2205387127506794,-1.4571511212534125,2.191596329999262,0.3480041623607517,0,1.920151638001249
금광2동제2어린이집,37.448432,127.163031,-0.664427087120122,1.0959886357679889,-0.2896753853863736,-1.7449314629334605,0.6668607860605149,1.2350759035960424,-0.3703385931096312,0.2260727461504749,-0.7129993393597598,-0.0063688930671178,0,-1.0421193663105897
하대원어린이집,37.427838,127.149429,-0.2559913885441162,-1.4525438906357409,-1.6976819040859112,0.2280996954310509,-1.6316253863291237,0.2419749459989004,-0.6657772460397865,-1.4571511212534125,-0.7129993393597598,-0.5118980286349629,0,-0.6978039349788959
서광어린이집,37.405702,127.14948,-0.664427087120122,-1.2826417222088256,-0.591391067964846,-1.7449314629334605,0.397403214365252,-2.0363233025055325,0.2205387127506794,-1.4571511212534125,0.1168851375999606,-0.1397215984436386,0,0.12530993912499205
분당어린이집,37.368598,127.143274,0.5608800086078953,-0.6030330485011642,-1.6976819040859112,-1.7449314629334605,-1.3293349139932735,0.7103258713040115,1.697731977401456,-1.4571511212534125,0.5318273760798209,0.1336732227475159,0,0.0023317832213590886
서현어린이집,37.382447,127.126079,-1.0728627856961277,-0.4331308800742489,-0.8931067505433183,0.2280996954310509,-0.0473804340655768,-0.4056579001471596,-0.6657772460397865,0.2260727461504749,-1.12794157783962,0.4559076663892836,0,0.6197268052758398
성남생명숲어린이집,37.371025,127.115253,-1.0728627856961277,-0.2632287116473336,-1.0942505389289665,-1.7449314629334605,-0.4823823001343036,0.7772595122642638,-1.2566545519000971,-1.4571511212534125,-1.12794157783962,0.0886335584840252,0,2.597755914633007
갈보리어린이집,37.390494,127.132889,-1.4812984842721335,0.0765756252064969,-1.295394327314615,-0.5000874003977321,-1.3293349139932735,-0.8534058900941088,-1.5520932048302525,-1.4571511212534125,-1.5428838163194802,0.6483569154952137,0,-0.2724489524540357
