연번,시,구,동,관리번호,지번주소,도로명주소,설치일자,카메라대수,위도,경도,데이터기준일자
1951.0,경기도 성남시,분당구,정자3동,분당정자3-A-26,정자3동 224-6번지,불곡북로31번길 9,2017-12,5.0,37.35915,127.12362,2025-11-12
1952.0,경기도 성남시,분당구,정자3동,분당정자3-A-27,정자3동 198번지,,2019-09,4.0,37.36112,127.12185,2025-11-12
1953.0,경기도 성남시,분당구,정자3동,분당정자3-A-28,정자3동 254-4번지,,2019-09,5.0,37.36212,127.1168,2025-11-12
1954.0,경기도 성남시,분당구,정자3동,분당정자3-A-29,정자3동 221-3번지,,2019-09,5.0,37.35939,127.12327,2025-11-12
1955.0,경기도 성남시,분당구,정자3동,분당정자3-A-30,정자3동 194번지,,2019-12,6.0,37.35997,127.11488,2025-11-12
1956.0,경기도 성남시,분당구,정자3동,분당정자3-A-31,정자3동 257-2,불정로 174,2020-07,5.0,37.359563,127.116692,2025-11-12
1957.0,경기도 성남시,분당구,정자3동,분당정자3-A-32,정자3동 247-10,불곡로25번길 7,2020-07,4.0,37.359774,127.126737,2025-11-12
1958.0,경기도 성남시,분당구,정자3동,분당정자3-A-33,정자3동 253번지,불곡남로25번길 9,2022-12,4.0,37.359906,127.109575,2025-11-12
1959.0,경기도 성남시,분당구,정자3동,분당정자3-A-34,정자3동 253번지,,2022-12,2.0,37.35987,127.10853,2025-11-12
1960.0,경기도 성남시,분당구,정자3동,분당정자3-A-35,정자3동 217-1,,2022-12,4.0,37.35401,127.11782,2025-11-12
1961.0,경기도 성남시,분당구,정자3동,분당정자3-A-36,정자3동 217-1,불곡남로 16,2020-12,3.0,37.35342,127.117314,2025-11-12
1962.0,경기도 성남시,분당구,정자3동,분당정자3-A-37,정자3동 219-1,내정로 20,2020-12,5.0,37.359931,127.123141,2025-11-12
1963.0,경기도 성남시,분당구,정자3동,분당정자3-A-38,정자3동 237-15,,2021-06,3.0,37.358716,127.125682,2025-11-12
1964.0,경기도 성남시,분당구,정자3동,분당정자3-A-39,정자3동 235-6,불정로179,2021-06,5.0,37.357785,127.124686,2025-11-12
1965.0,경기도 성남시,분당구,정자3동,분당정자3-A-40,정자3동 211,불정공원 4길,2021-12,4.0,37.35912,127.12047,2025-11-12
1966.0,경기도 성남시,분당구,정자3동,분당정자3-A-41,정자3동 218,,2022-06,4.0,37.35866,127.12191,2025-11-12
1967.0,경기도 성남시,분당구,정자3동,분당정자3-A-42,정자3동 228-2,,2022-08,5.0,37.358291,127.123227,2025-11-12
1968.0,경기도 성남시,분당구,정자3동,분당정자3-A-43,정자3동 196,,2023-11,4.0,37.360951,127.116773,2025-11-12
1969.0,경기도 성남시,분당구,정자3동,분당정자3-A-44,정자3동 254-5,불곡북로21번길 13,2023-11,4.0,37.361097,127.115027,2025-11-12
1971.0,경기도 성남시,분당구,정자3동,분당정자3-A-47,정자3동 255-4,,2023-08,3.0,37.362764,127.121245,2025-11-12
1972.0,경기도 성남시,분당구,정자3동,분당정자3-A-48,정자3동 252,,2023-08,4.0,37.359044,127.121066,2025-11-12
1973.0,경기도 성남시,분당구,정자3동,분당정자3-A-49,정자3동 250-3,,2023-11,3.0,37.359222,127.127701,2025-11-12
1974.0,경기도 성남시,분당구,정자3동,분당정자3-A-50,정자3동 241-1,문정로 140번길,45383,4.0,37.360357,127.12466,2025-11-12
1975.0,경기도 성남시,분당구,정자3동,분당정자3-A-51,정자동 230-20,,2024-10,5.0,37.358447,127.124808,2025-11-12
1976.0,경기도 성남시,분당구,정자3동,분당정자3-A-52,정자3동 244-3,황새울로360번길 43 (서현동),2024-12,4.0,37.360148,127.125669,2025-11-12
1977.0,경기도 성남시,분당구,서현1동,분당서현1-A-1,율동 313-1번지,,2010,5.0,37.383714,127.150476,2025-11-12
1978.0,경기도 성남시,분당구,서현1동,분당서현1-A-2,서현1동 196-3번지,불정로 419 (서현동),2010,4.0,37.383339,127.135976,2025-11-12
1979.0,경기도 성남시,분당구,서현1동,분당서현1-A-3,서현1동 89-6번지,새마을로1번길 3 (서현동),2010,5.0,37.381822,127.127684,2025-11-12
1980.0,경기도 성남시,분당구,서현1동,분당서현1-A-4,율동 323-5번지,,2010,4.0,37.382551,127.151103,2025-11-12
1981.0,경기도 성남시,분당구,서현1동,분당서현1-A-5,서현1동 94-1번지,,2011,3.0,37.379138,127.131212,2025-11-12
1982.0,경기도 성남시,분당구,서현1동,분당서현1-A-6,서현1동 264번지,서현로237번길 7 (서현동),2012,5.0,37.38425,127.123577,2025-11-12
1983.0,경기도 성남시,분당구,서현1동,분당서현1-A-7,서현1동 324번지,안골로 12-4 (서현동),2013,3.0,37.379453,127.136845,2025-11-12
1984.0,경기도 성남시,분당구,서현1동,분당서현1-A-8,서현1동 332번지,,2013,4.0,37.377015,127.140089,2025-11-12
1985.0,경기도 성남시,분당구,서현1동,분당서현1-A-9,서현1동 78-4번지,"안골로 42 (서현동, 서현모닝빌)",2013,3.0,37.384402,127.130484,2025-11-12
1986.0,경기도 성남시,분당구,서현1동,분당서현1-A-10,서현1동 92-1번지,중앙공원로31번길 32 (서현동),2012,3.0,37.37913,127.13023,2025-11-12
1987.0,경기도 성남시,분당구,서현1동,분당서현1-A-11,서현1동 87-1번지,문정로 145 (율동),2012,4.0,37.38192,127.12819,2025-11-12
1988.0,경기도 성남시,분당구,서현1동,분당서현1-A-12,서현1동 85-4번지,중앙공원로31번길 32 (서현동),2013,4.0,37.385653,127.128424,2025-11-12
1989.0,경기도 성남시,분당구,서현1동,분당서현1-A-13,서현1동 198-1번지,새마을로165번길 29 (율동),2013,4.0,37.384408,127.13333,2025-11-12
1990.0,경기도 성남시,분당구,서현1동,분당서현1-A-15,율동 323-15번지,,2014,4.0,37.38232,127.15207,2025-11-12
1991.0,경기도 성남시,분당구,서현1동,분당서현1-A-16,서현1동 189번지,중앙공원로 77 (서현동),2014,3.0,37.385306,127.136864,2025-11-12
1992.0,경기도 성남시,분당구,서현1동,분당서현1-A-17,서현1동 89-4번지,서현로 216 (서현동),2014,4.0,37.382211,127.125809,2025-11-12
1993.0,경기도 성남시,분당구,서현1동,분당서현1-A-18,율동 318번지,,2014,4.0,37.38105,127.15115,2025-11-12
1994.0,경기도 성남시,분당구,서현1동,분당서현1-A-19,서현1동 89-4번지,중앙공원로 35 (서현동),2014,3.0,37.37332,127.14179,2025-11-12
1995.0,경기도 성남시,분당구,서현1동,분당서현1-A-20,율동 270-2번지,황새울로 326 (서현동),2015,3.0,37.38556,127.14988,2025-11-12
1996.0,경기도 성남시,분당구,서현1동,분당서현1-A-21,서현1동 240-39번지,중앙공원로 54-1 (서현동),2016,5.0,37.38256,127.13405,2025-11-12
1997.0,경기도 성남시,분당구,서현1동,분당서현1-A-22,서현1동 234번지,중앙공원로32번길 20 (서현동),2017-09,4.0,37.38389,127.13189,2025-11-12
1998.0,경기도 성남시,분당구,서현1동,분당서현1-A-23,서현1동 245-1번지,중앙공원로39번길 12 (서현동),2017-12,4.0,37.38625,127.12645,2025-11-12
1999.0,경기도 성남시,분당구,서현1동,분당서현1-A-24,서현1동 105-10번지,서현로210번길 (서현동),2018-07,4.0,37.38306,127.13968,2025-11-12
2000.0,경기도 성남시,분당구,서현1동,분당서현1-A-25,서현1동 90번지,분당로53번길 (서현동),2018-07,5.0,37.38092,127.12944,2025-11-12
2001.0,경기도 성남시,분당구,서현1동,분당서현1-A-26,서현1동 270-1번지,,2018-07,4.0,37.38502,127.1223,2025-11-12
2002.0,경기도 성남시,분당구,서현1동,분당서현1-A-27,서현1동 96-1번지,문정로144번길 11 (서현동),2019-09,4.0,37.3813,127.13378,2025-11-12
2003.0,경기도 성남시,분당구,서현1동,분당서현1-A-28,서현1동 92-1번지,중앙공원로 53,2019-09,4.0,37.37812,127.12938,2025-11-12
2004.0,경기도 성남시,분당구,서현1동,분당서현1-A-29,서현1동 87-1번지,안골로11번길 11,2019-09,5.0,37.38252,127.12958,2025-11-12
2005.0,경기도 성남시,분당구,서현1동,분당서현1-A-30,서현1동 248번지,,2019-09,6.0,37.38642,127.12533,2025-11-12
2006.0,경기도 성남시,분당구,서현1동,분당서현1-A-31,서현1동 269-7번지,,2019-09,4.0,37.38355,127.1214,2025-11-12
2007.0,경기도 성남시,분당구,서현1동,분당서현1-A-32,서현1동 89-6번지,안골로11번길 21,2019-09,5.0,37.38243,127.12625,2025-11-12
2008.0,경기도 성남시,분당구,서현1동,분당서현1-A-33,율동 332-1번지,,2019-09,3.0,37.3828,127.15227,2025-11-12
2009.0,경기도 성남시,분당구,서현1동,분당서현1-A-34,서현1동 87,분당로 87,2020-07,5.0,37.382381,127.127121,2025-11-12
2010.0,경기도 성남시,분당구,서현1동,분당서현1-A-35,서현1동 209-2,중앙공원로39번길 49,2020-07,3.0,37.385309,127.13329,2025-11-12
2011.0,경기도 성남시,분당구,서현1동,분당서현1-A-36,율동 93,,2020-07,5.0,37.384219,127.15398,2025-11-12
2012.0,경기도 성남시,분당구,서현1동,분당서현1-A-37,서현1동 283-1,문정로 145,2020-07,5.0,37.382596,127.132165,2025-11-12
2013.0,경기도 성남시,분당구,서현1동,분당서현1-A-38,서현2동 207-1,,2021-06,4.0,37.38637,127.13351,2025-11-12
2014.0,경기도 성남시,분당구,서현1동,분당서현1-A-39,서현1동 283-3,,2021-10,5.0,37.38219,127.12189,2025-11-12
2015.0,경기도 성남시,분당구,서현1동,분당서현1-A-40,서현1동 91-1,서현로180번길 20,2021-10,5.0,37.38086,127.12334,2025-11-12
2016.0,경기도 성남시,분당구,서현1동,분당서현1-A-41,서현1동 88,,2021-12,4.0,37.38381,127.12423,2025-11-12
2017.0,경기도 성남시,분당구,서현1동,분당서현1-A-42,율동 348번지,,2021-12,6.0,37.38247,127.15036,2025-11-12
2018.0,경기도 성남시,분당구,서현1동,분당서현1-A-43,율동 412번지(번지점프장),,2021-12,4.0,37.37769,127.14864,2025-11-12
2019.0,경기도 성남시,분당구,서현1동,분당서현1-A-44,율동 412번지(책테마파크),서현로 200,2021-12,5.0,37.37875,127.14795,2025-11-12
2020.0,경기도 성남시,분당구,서현1동,분당서현1-A-45,서현1동 264,,2022-04,3.0,37.384274,127.124246,2025-11-12
2021.0,경기도 성남시,분당구,서현1동,분당서현1-A-46,서현1동 255-2,,2022-08,4.0,37.388238,127.120664,2025-11-12
2022.0,경기도 성남시,분당구,서현1동,분당서현1-A-47,서현1동 290-3,,2022-10,5.0,37.385642,127.117428,2025-11-12
2023.0,경기도 성남시,분당구,서현1동,분당서현1-A-48,서현1동 290-3,,2022-10,5.0,37.386381,127.116983,2025-11-12
2024.0,경기도 성남시,분당구,서현1동,분당서현1-A-49,서현1동 290-1,,2022-10,4.0,37.375336,127.131087,2025-11-12
2025.0,경기도 성남시,분당구,서현1동,분당서현1-A-50,서현1동 245-5,,2022-12,5.0,37.387343,127.124496,2025-11-12
2026.0,경기도 성남시,분당구,서현1동,분당서현1-A-51,율동 119-2,,2023-08,3.0,37.384433,127.151902,2025-11-12
2027.0,경기도 성남시,분당구,서현1동,분당서현1-A-52,서현1동 78-4,,2023-08,5.0,37.384562,127.130353,2025-11-12
2028.0,경기도 성남시,분당구,서현1동,분당서현1-A-53,서현1동 264,,2023-08,4.0,37.384557,127.124041,2025-11-12
2029.0,경기도 성남시,분당구,서현1동,분당서현1-A-54,서현1동 89-6,안골로 43,2023-08,3.0,37.381893,127.126744,2025-11-12
2030.0,경기도 성남시,분당구,서현1동,분당서현1-A-55,서현1동 288-1,,2024-05,3.0,37.43557,127.179862,2025-11-12
2031.0,경기도 성남시,분당구,서현1동,분당서현1-A-56,서현1동 288-1,,2024-05,3.0,37.439265,127.159438,2025-11-12
2032.0,경기도 성남시,분당구,서현1동,분당서현1-A-57,서현1동 288-1,황새울로359번길 11,2024-05,3.0,37.442048,127.164978,2025-11-12
2033.0,경기도 성남시,분당구,서현1동,분당서현1-A-58,서현동 185,,2024-10,4.0,37.384705,127.133836,2025-11-12
2034.0,경기도 성남시,분당구,서현1동,분당서현1-A-59,서현1동 91-1,서현로 371번길,2024-10,4.0,37.378346,127.12591,2025-11-12
2035.0,경기도 성남시,분당구,서현1동,분당서현1-A-60,서현1동 188-2,불정로 432 (서현동),2024-12,3.0,37.385708,127.136168,2025-11-12
2036.0,경기도 성남시,분당구,서현1동,분당서현1-A-61,서현1동 285,,2024-12,5.0,37.384255,127.130045,2025-11-12
2037.0,경기도 성남시,분당구,서현1동,분당서현1-D-3,서현1동 264 공항버스 정류장,,2006-08,2.0,37.3843,127.12454,2025-11-12
2038.0,경기도 성남시,분당구,서현1동,분당서현1-D-4,서현1동 254-1,서현로393번길 8 (서현동),2023-08,5.0,37.388345,127.12309,2025-11-12
2039.0,경기도 성남시,분당구,서현2동,분당서현2-A-1,서현2동 317-1번지,돌마로476번길 30 (서현동),2010,3.0,37.373433,127.139244,2025-11-12
2040.0,경기도 성남시,분당구,서현2동,분당서현2-A-2,서현2동 343-4번지,불정로406번길 17 (서현동),2010,5.0,37.377018,127.139278,2025-11-12
2041.0,경기도 성남시,분당구,서현2동,분당서현2-A-3,서현2동 338-1번지,,2010,4.0,37.377294,127.14109,2025-11-12
2042.0,경기도 성남시,분당구,서현2동,분당서현2-A-4,서현2동 302번지,서현로357번길 8 (서현동),2010,5.0,37.375222,127.134508,2025-11-12
2043.0,경기도 성남시,분당구,서현2동,분당서현2-A-5,서현2동 309번지,불정로426번길 5 (서현동),2010,5.0,37.371071,127.136006,2025-11-12
2044.0,경기도 성남시,분당구,서현2동,분당서현2-A-6,서현2동 340-19번지,불정로420번길 19 (서현동),2012,4.0,37.375998,127.14138,2025-11-12
2045.0,경기도 성남시,분당구,서현2동,분당서현2-A-7,서현2동 303번지,서현로371번길 13 (서현동),2013,3.0,37.375053,127.135129,2025-11-12
2046.0,경기도 성남시,분당구,서현2동,분당서현2-A-8,서현2동 319번지,,2013,4.0,37.374579,127.138632,2025-11-12
2047.0,경기도 성남시,분당구,서현2동,분당서현2-A-9,서현2동 308번지,,2012,5.0,37.37149,127.13696,2025-11-12
2048.0,경기도 성남시,분당구,서현2동,분당서현2-A-10,서현2동 329-1번지,,2013,5.0,37.378185,127.138596,2025-11-12
2049.0,경기도 성남시,분당구,서현2동,분당서현2-A-11,서현2동 336-5번지,,2013,5.0,37.376637,127.140898,2025-11-12
2050.0,경기도 성남시,분당구,서현2동,분당서현2-A-12,서현2동 340-5번지,,2013,5.0,37.375281,127.141713,2025-11-12
2051.0,경기도 성남시,분당구,서현2동,분당서현2-A-13,서현2동 330-7번지,서현로411번길 7 (서현동),2014,3.0,37.377711,127.140271,2025-11-12
2052.0,경기도 성남시,분당구,서현2동,분당서현2-A-14,서현2동 294번지,불정로 438 (서현동),2014,4.0,37.376067,127.135049,2025-11-12
2053.0,경기도 성남시,분당구,서현2동,분당서현2-A-15,서현2동 314-1번지,"불정로386번길 10 (서현동, 효자촌미래타운아파트)",2014,3.0,37.37224,127.14072,2025-11-12
2054.0,경기도 성남시,분당구,서현2동,분당서현2-A-16,서현2동 346-11번지,돌마로486번길 23 (서현동),2015,3.0,37.3728,127.14035,2025-11-12
2055.0,경기도 성남시,분당구,서현2동,분당서현2-A-17,서현2동 343-3번지,불정로 386,2015,2.0,37.37819,127.137476,2025-11-12
2056.0,경기도 성남시,분당구,서현2동,분당서현2-A-18,서현2동 343-2번지,서현로357번길 21 (서현동),2017-09,5.0,37.37876,127.13729,2025-11-12
2057.0,경기도 성남시,분당구,서현2동,분당서현2-A-19,서현2동 340-11번지,,2017-12,3.0,37.37538,127.14253,2025-11-12
2058.0,경기도 성남시,분당구,서현2동,분당서현2-A-20,서현2동 339-10번지,,2018-07,4.0,37.37781,127.14176,2025-11-12
2059.0,경기도 성남시,분당구,서현2동,분당서현2-A-21,서현2동 307번지,돌마로522번길 1,2018-07,4.0,37.37337,127.137,2025-11-12
2060.0,경기도 성남시,분당구,서현2동,분당서현2-A-22,서현2동 293번지,돌마로486번길 23,2018-07,4.0,37.37583,127.13565,2025-11-12
2061.0,경기도 성남시,분당구,서현2동,분당서현2-A-23,서현2동 317-1번지,,2019-09,5.0,37.37322,127.13933,2025-11-12
2062.0,경기도 성남시,분당구,서현2동,분당서현2-A-24,서현2동 330-6번지,불정로420,2019-09,5.0,37.37748,127.13997,2025-11-12
2063.0,경기도 성남시,분당구,서현2동,분당서현2-A-25,서현2동 346-4번지,,2019-09,5.0,37.37792,127.13714,2025-11-12
2064.0,경기도 성남시,분당구,서현2동,분당서현2-A-26,서현2동 317-1번지,불정로436번길 8,2019-12,3.0,37.37381,127.138838,2025-11-12
2065.0,경기도 성남시,분당구,서현2동,분당서현2-A-27,서현2동 326-1,불정로406-7,2020-07,5.0,37.379694,127.136836,2025-11-12
2066.0,경기도 성남시,분당구,서현2동,분당서현2-A-28,서현2동 293,,2020-07,4.0,37.375805,127.135742,2025-11-12
2067.0,경기도 성남시,분당구,서현2동,분당서현2-A-29,분당동 58-2,서당사거리,2020-07,5.0,37.373389,127.132287,2025-11-12
2068.0,경기도 성남시,분당구,서현2동,분당서현2-A-30,서현2동 335-1,,2020-07,5.0,37.37658,127.140138,2025-11-12
2069.0,경기도 성남시,분당구,서현2동,분당서현2-A-31,서현2동 346-15,,2020-12,5.0,37.372532,127.139786,2025-11-12
2070.0,경기도 성남시,분당구,서현2동,분당서현2-A-32,서현2동 338-7,,2020-12,4.0,37.377099,127.142009,2025-11-12
2071.0,경기도 성남시,분당구,서현2동,분당서현2-A-33,서현2동 322,,2021-06,4.0,37.375042,127.140805,2025-11-12
2072.0,경기도 성남시,분당구,서현2동,분당서현2-A-34,서현2동 294번지,,2021-10,5.0,37.37631,127.13498,2025-11-12
2073.0,경기도 성남시,분당구,서현2동,분당서현2-A-35,서현2동 346-2,불정로432번길 10,2022-08,5.0,37.379227,127.136036,2025-11-12
2074.0,경기도 성남시,분당구,서현2동,분당서현2-A-36,서현2동 312-3,불정로 381,2023-08,4.0,37.371644,127.139423,2025-11-12
2075.0,경기도 성남시,분당구,서현2동,분당서현2-A-37,서현2동 301,돌마로 478,2023-08,4.0,37.373638,127.134353,2025-11-12
2076.0,경기도 성남시,분당구,서현2동,분당서현2-A-38,서현2동 348,이매로89번길 37 (이매동),2023-08,3.0,37.374619,127.133905,2025-11-12
2077.0,경기도 성남시,분당구,서현2동,분당서현2-A-39,서현동 298-1,이매로 163,2024-10,5.0,37.37754,127.133664,2025-11-12
2078.0,경기도 성남시,분당구,서현2동,분당서현2-A-40,서현2동 346-4,,2023-08,3.0,37.377276,127.136177,2025-11-12
2079.0,경기도 성남시,분당구,서현2동,분당서현2-A-41,서현동 337-8,,2024-10,5.0,37.376774,127.141805,2025-11-12
2080.0,경기도 성남시,분당구,서현2동,분당서현2-A-42,서현동 305-1,성남대로772번길 9 (이매동),2024-12,5.0,37.374606,127.136946,2025-11-12
2081.0,경기도 성남시,분당구,서현2동,분당서현2-A-43,서현동 298-3,,2024-12,4.0,37.376604,127.133361,2025-11-12
2082.0,경기도 성남시,분당구,이매1동,분당이매1-A-1,이매1동 275번지,,2010,3.0,37.394577,127.133275,2025-11-12
2083.0,경기도 성남시,분당구,이매1동,분당이매1-A-2,이매1동 338-1번지,,2010,2.0,37.390367,127.137137,2025-11-12
2084.0,경기도 성남시,분당구,이매1동,분당이매1-A-3,이매1동 301-7번지,양현로 104 (이매동),2010,4.0,37.39111,127.13413,2025-11-12
2085.0,경기도 성남시,분당구,이매1동,분당이매1-A-4,이매1동 65번지,양현로 146 (이매동),2010,4.0,37.397671,127.131429,2025-11-12
2086.0,경기도 성남시,분당구,이매1동,분당이매1-A-5,이매1동 86-6번지,,2010,4.0,37.398233,127.130015,2025-11-12
2087.0,경기도 성남시,분당구,이매1동,분당이매1-A-6,이매1동 293-4번지,,2010,5.0,37.391979,127.134103,2025-11-12
2088.0,경기도 성남시,분당구,이매1동,분당이매1-A-7,이매1동 128-7번지,방아로 42 (이매동),2011,5.0,37.387774,127.128267,2025-11-12
2089.0,경기도 성남시,분당구,이매1동,분당이매1-A-8,이매1동 103번지,방아로46번길 37 (이매동),2011,3.0,37.402398,127.125995,2025-11-12
2090.0,경기도 성남시,분당구,이매1동,분당이매1-A-9,이매1동 118번지,이매로 88 (이매동),2012,3.0,37.392693,127.1249,2025-11-12
2091.0,경기도 성남시,분당구,이매1동,분당이매1-A-10,이매1동 112번지,"양현로 220 (이매동, 이매촌삼성아파트)",2012,3.0,37.396764,127.125434,2025-11-12
2092.0,경기도 성남시,분당구,이매1동,분당이매1-A-11,이매1동 114번지,이매로124번길 15 (이매동),2012,4.0,37.39772,127.12579,2025-11-12
2093.0,경기도 성남시,분당구,이매1동,분당이매1-A-12,이매1동 125번지,"이매로133번길 16 (이매동, 진흥아마란스)",2013,4.0,37.389904,127.125635,2025-11-12
2094.0,경기도 성남시,분당구,이매1동,분당이매1-A-13,이매1동 81-8번지,,2013,3.0,37.398679,127.133642,2025-11-12
2095.0,경기도 성남시,분당구,이매1동,분당이매1-A-14,이매1동 59-6번지,,2014,4.0,37.395645,127.133994,2025-11-12
2096.0,경기도 성남시,분당구,이매1동,분당이매1-A-15,이매1동 262-2번지,방아로46번길 21-10 (이매동),2014,4.0,37.393497,127.130372,2025-11-12
2097.0,경기도 성남시,분당구,이매1동,분당이매1-A-16,이매1동 100번지,이매로89번길 16 (이매동),2014,5.0,37.403466,127.125488,2025-11-12
2098.0,경기도 성남시,분당구,이매1동,분당이매1-A-17,이매1동 357-18번지,,2015,4.0,37.391389,127.131901,2025-11-12
2099.0,경기도 성남시,분당구,이매1동,분당이매1-A-18,이매1동 308번지,방아로 50 (이매동),2015,3.0,37.39143,127.13547,2025-11-12
2100.0,경기도 성남시,분당구,이매1동,분당이매1-A-19,이매1동 127-2번지,"이매로143번길 4 (이매동, 축복빌라)",2015,2.0,37.402121,127.128315,2025-11-12
2101.0,경기도 성남시,분당구,이매1동,분당이매1-A-20,이매1동 128-18번지,,2015,2.0,37.390895,127.128213,2025-11-12
2102.0,경기도 성남시,분당구,이매1동,분당이매1-A-21,이매1동 49-2번지,,2016,4.0,37.39663,127.13471,2025-11-12
2103.0,경기도 성남시,분당구,이매1동,분당이매1-A-22,이매1동 268-12번지,,2017-09,3.0,37.394,127.13171,2025-11-12
2104.0,경기도 성남시,분당구,이매1동,분당이매1-A-23,이매1동 128-10번지,이매로 152 (이매동),2017-09,4.0,37.39753,127.12881,2025-11-12
2105.0,경기도 성남시,분당구,이매1동,분당이매1-A-24,이매1동 27번지,판교로480번길 (이매동),2017-12,4.0,37.3991,127.13432,2025-11-12
2106.0,경기도 성남시,분당구,이매1동,분당이매1-A-25,이매1동 307-3번지,양현로 192,2018-07,4.0,37.39096,127.13497,2025-11-12
2107.0,경기도 성남시,분당구,이매1동,분당이매1-A-26,이매1동 83번지,성남대로692번길 진입로,2018-07,3.0,37.39899,127.13134,2025-11-12
2108.0,경기도 성남시,분당구,이매1동,분당이매1-A-27,이매1동 산29-83번지,,2018-07,3.0,37.39455,127.12854,2025-11-12
2109.0,경기도 성남시,분당구,이매1동,분당이매1-A-28,이매1동 62-13번지,방아로55번길 8,2019-09,3.0,37.39762,127.13383,2025-11-12
2110.0,경기도 성남시,분당구,이매1동,분당이매1-A-29,이매1동 334-4번지,양현로 170,2019-09,5.0,37.39041,127.13576,2025-11-12
2111.0,경기도 성남시,분당구,이매1동,분당이매1-A-30,이매1동 129-3번지,서현로 181,2019-09,3.0,37.40484,127.12708,2025-11-12
2112.0,경기도 성남시,분당구,이매1동,분당이매1-A-31,이매1동 101번지,성남시 분당구 성남대로 822,2019-12,5.0,37.40092,127.12543,2025-11-12
2113.0,경기도 성남시,분당구,이매1동,분당이매1-A-32,이매1동 388번지,성남시 분당구 이매로 100,2019-12,6.0,37.39171,127.12853,2025-11-12
2114.0,경기도 성남시,분당구,이매1동,분당이매1-A-33,이매1동 127-5,,2020-07,3.0,37.397232,127.127204,2025-11-12
2115.0,경기도 성남시,분당구,이매1동,분당이매1-A-34,이매1동 32-5,,2020-07,3.0,37.398968,127.135482,2025-11-12
2116.0,경기도 성남시,분당구,이매1동,분당이매1-A-35,이매1동 106-1,,2020-07,4.0,37.398717,127.125476,2025-11-12
2117.0,경기도 성남시,분당구,이매1동,분당이매1-A-36,이매동 124,경기도 성남시 분당구 이매동 92-8,2020-07,5.0,37.389474,127.124586,2025-11-12
2118.0,경기도 성남시,분당구,이매1동,분당이매1-A-37,이매1동 128-20,방아로 20,2020-12,4.0,37.402607,127.128557,2025-11-12
2119.0,경기도 성남시,분당구,이매1동,분당이매1-A-38,이매1동 384-5,방아로46번길 21-13,2020-12,3.0,37.391311,127.130693,2025-11-12
2120.0,경기도 성남시,분당구,이매1동,분당이매1-A-39,이매1동 129-8,,2022-12,9.0,37.391778,127.123258,2025-11-12
2121.0,경기도 성남시,분당구,이매1동,분당이매1-A-40,이매1동 130,,2020-12,8.0,37.397364,127.125113,2025-11-12
2122.0,경기도 성남시,분당구,이매1동,분당이매1-A-41,이매1동 129-11,양현로 104 (이매동),2020-12,9.0,37.402252,127.125152,2025-11-12
2123.0,경기도 성남시,분당구,이매1동,분당이매1-A-42,이매2동 92-8,,2020-12,4.0,37.397963,127.129818,2025-11-12
2124.0,경기도 성남시,분당구,이매1동,분당이매1-A-43,이매1동 76,,2020-12,5.0,37.398259,127.130579,2025-11-12
2125.0,경기도 성남시,분당구,이매1동,분당이매1-A-44,이매1동 49-3,,2020-12,3.0,37.397284,127.135099,2025-11-12
2126.0,경기도 성남시,분당구,이매1동,분당이매1-A-45,이매1동 333-2,,2020-12,4.0,37.389739,127.138043,2025-11-12
2127.0,경기도 성남시,분당구,이매1동,분당이매1-A-46,이매1동 332-10,,2020-12,5.0,37.38912,127.1374,2025-11-12
2128.0,경기도 성남시,분당구,이매1동,분당이매1-A-47,이매1동 118번지,,2021-06,5.0,37.392135,127.125453,2025-11-12
2129.0,경기도 성남시,분당구,이매1동,분당이매1-A-48,이매1동 43-25,,2021-06,3.0,37.397891,127.1358,2025-11-12
2130.0,경기도 성남시,분당구,이매1동,분당이매1-A-49,이매1동 10-8,,2021-12,3.0,37.3993,127.13236,2025-11-12
2131.0,경기도 성남시,분당구,이매1동,분당이매1-A-50,이매1동 119번지,,2011,5.0,37.3922,127.124954,2025-11-12
2132.0,경기도 성남시,분당구,이매1동,분당이매1-A-51,이매1동 33-1,,2022-08,4.0,37.398625,127.135145,2025-11-12
2133.0,경기도 성남시,분당구,이매1동,분당이매1-A-52,이매1동 129-10,,2022-10,5.0,37.398852,127.12514,2025-11-12
2134.0,경기도 성남시,분당구,이매1동,분당이매1-A-53,이매1동 127-9,,2022-12,5.0,37.388986,127.123946,2025-11-12
2135.0,경기도 성남시,분당구,이매1동,분당이매1-A-54,이매1동 102,,2023-09,3.0,37.402101,127.126686,2025-11-12
2136.0,경기도 성남시,분당구,이매1동,분당이매1-A-55,이매1동 127-5,,2023-09,4.0,37.39729,127.128016,2025-11-12
2137.0,경기도 성남시,분당구,이매1동,분당이매1-A-56,이매1동 127-8,양현로 88,2023-09,5.0,37.387096,127.126681,2025-11-12
2138.0,경기도 성남시,분당구,이매1동,분당이매1-A-57,이매1동 128-3,성남대로779번길 6,2023-09,4.0,37.401962,127.128491,2025-11-12
2139.0,경기도 성남시,분당구,이매1동,분당이매1-A-58,이매1동 116-1,,2023-09,4.0,37.394591,127.126904,2025-11-12
2140.0,경기도 성남시,분당구,이매1동,분당이매1-A-59,이매1동 129-8,,2023-08,5.0,37.390249,127.122456,2025-11-12
2141.0,경기도 성남시,분당구,이매1동,분당이매1-A-60,이매1동 355-1,,2023-09,4.0,37.390252,127.132291,2025-11-12
